No.,相対PASS,発行年,巻数,号数,開始ページ,終了ページ,論文タイトル,著者,file_name,HPリンク先,PDFリンク先,file_path,num_pages,llm_keywords,primary_keywords,secondary_keywords,featured_keywords,対象物_all,対象物_top3,対象物_根拠,研究タイプ_all,研究タイプ_top3,研究タイプ_根拠
1006,日本醸造協会誌/88巻/7号/88_550.pdf,1993,88,7,550,550,お答えします,永谷 正治,88_550.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/7/88_7_550/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/7/88_7_550/_pdf/-char/ja,,,清酒; 少量多種類生産; 貯蔵タンク; 材質; 冷却方法; 生酒貯蔵; 火落ち; 品質劣化; 酸化防止; 冷凍機,タンク; 冷凍機; nan; パイプ; 貯蔵; ステンレス; エポキシライニング; ニュークリオポア; 保守管理低温貯蔵; SUS316L; 場合生酒貯蔵; ゴムマット; 冷水循環系; 底板底板; 貯蔵直前; 付属機器; 冷水循環; 坊主型; 逆円錐; 鉄一,直冷; 錆落; 中央; 少量多種類生産; 空冷式; フロン; 冷水器; 溶接; タンクメーカー; 循環水; 不凍液; 程度; グラスライニング; 馬力; 保守管理; 塗装; 室外; 窒素; 高級清酒; 端桶,,その他（対象物）,その他（対象物）,,保存・安定性,保存・安定性,"保存・安定性=>貯蔵, 酸化"
1007,日本醸造協会誌/88巻/7号/88_551.pdf,1993,88,7,551,551,宮崎酒造店,宮崎 洋史,88_551.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/7/88_7_551/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/7/88_7_551/_pdf/-char/ja,,,吟の舞; 東京湾横断道路; かずさアカデミアパーク; 地域活性化; 地の酒; 峯の精; 千葉県; 日本酒; 地域ブランド; 発展,アカデミアパーク; 現在地; 株式会社宮崎酒造店; 東京湾横断道路; 久留里市場; 鉄砲火事; nan; 1866; 焼失; 商標; 酒造業; 君津市宮崎酒造店現在千葉県; 銘酒開発協同組合統一銘柄酒; 酒開発協同組合統一銘柄酒; 上総新研究開発都市構想; 年間千葉県酒造組合会長; 成田国際空港都市構想; 年間東京国税局管内; 研究開発拠点; 千葉県側起点,登録商標制度; 三代目庄之助; 国際航空網; 年完成予定; 現在建設中; 小櫃川流域; 井戸掘技術; 二代目武助; 四代目庄司; 学生選手権; 日本選手権; 五代目庄右; 宮崎洋史記; 房総半島; 大友皇子; 白山神社; 自噴井戸; 宮崎庄助; 陸上競技; 新都心,,清酒,清酒,清酒=>大吟醸,応用利用・食品開発,応用利用・食品開発,"応用利用・食品開発=>開発, 利用"
1008,日本醸造協会誌/88巻/7号/88_552.pdf,1993,88,7,552,552,"蛋白質修飾酵素, ペプチジルアルギニンデイミナーゼ",菅原 潔,88_552.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/7/88_7_552/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/7/88_7_552/_pdf/-char/ja,,,ペプチジルアルギニンデイミナーゼ; 蛋白質修飾酵素; アルギニン残基; シトルリン残基; 酵素活性; 基質特異性; 精製法; cDNAクローニング; 蛋白質工学的改変; 生理機能,シトルリン; 残基; 表皮蛋白質; ROGERS; nan; 蛋白質修飾酵素; BADEN; LUS; 毛嚢; 表皮; ペプチジルアルギニンデイミナーゼ; KUBI; アルギニン; Bz-; 骨格筋; NH2; 活性; 合成基質; 存在; 粗酵素液,微弱; 以後; 見出; 菅原潔茨城大学農学部; 牛鼻表皮蛋白質中; 蛋白質工学的改変; 酵素命名委員会; エストローゲン; 生化学的機序; 上記酵素活性; 角質層細胞膜; Bz-Arg; o-ohem; 活性中心構造; 年和田光徳; 不溶化反応; nedei; 特異的修飾; 生体内分布; 標的蛋白質,,アミノ酸・タンパク質,アミノ酸・タンパク質,"アミノ酸・タンパク質=>酵素, 蛋白質, ペプチド",成分分析・物性評価; 応用利用・食品開発,成分分析・物性評価; 応用利用・食品開発,"成分分析・物性評価=>ペプチド, 定量, 測定; 応用利用・食品開発=>応用"
1009,日本醸造協会誌/88巻/7号/88_559.pdf,1993,88,7,559,564,製麹における種もやしの差異,柳内 敏靖; 福田 潔; 長野 知子; 中村 智美; 宮脇 美津子; 清川 良文; 若井 芳則,88_559.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/7/88_7_559/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/7/88_7_559/_pdf/-char/ja,,,製麹試験; 種もやし; 原料米品種; 酵素活性; 酵素バランス; 官能評価; 破精込み; 色彩; 粗脂肪; アミノ酸組成,seed-koji; koji; ツクシホマレ; 菌体量; GAase; 破精込; ACPase; made; 五百万石; 宮脇; 色彩; 製麹試験; various; Nipponbare; 酵素活性; 日本晴; 一般米; 柳内; with; 麹内部,醸協; 製麹; 若井; 種類; 清川; アミノ; 脂肪酸組成; 長野; 布川弥太郎; 粗脂肪含量; increases; C18; Tsukushihomare; 福田; アルギニン; 中村; acid; Table; 製成酒中; composition,,アミノ酸・タンパク質; 清酒; アルコール飲料; 酵母・微生物,アミノ酸・タンパク質; 清酒; アルコール飲料,"アミノ酸・タンパク質=>酵素活性, enzyme, グルコアミラーゼ; 清酒=>五百万石, 清酒; アルコール飲料=>エタノール",醸造工程・製造技術; 成分分析・物性評価; 品質評価・官能評価; 統計解析・モデル化; 歴史・文化・経済,醸造工程・製造技術; 成分分析・物性評価; 品質評価・官能評価,"醸造工程・製造技術=>蒸米, 温度制御; 成分分析・物性評価=>測定, クロマトグラフィー, 定量; 品質評価・官能評価=>品質, 香気"
1010,日本醸造協会誌/88巻/7号/88_565.pdf,1993,88,7,565,569,有機酸生成の少ないエステル高生産性清酒酵母の育種,吉田 清; 稲橋 正明; 野呂 二三; 中村 欽一; 野白 喜久雄,88_565.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/7/88_7_565/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/7/88_7_565/_pdf/-char/ja,,,清酒酵母; 育種; 有機酸生成能; エステル高生産性; 泡なし性; セルレニン耐性株; 一倍体酵母; 二倍体酵母; 細胞融合; カプロン酸エチル,有機酸生成; 1001; Hp-; 一倍体株; 交雑株; 高生産性清酒酵母; Dp-; エチル; MATa; カプロン; K-1001-; 有機酸生成能; 交雑; 親株; brewed; 一倍体; 一倍体酵母; 胞子解析; 生成能; 型一倍体株,野呂; Composition; 分離; 7007; 二倍体株; エステル; Isoamyl; 発酵能; sake; 融合株; Tabl; 育種; K-1001-22; Dp-3-60; haploid; 耐性株; with; 野白; 小仕込試験; 稲橋,,酵母・微生物; アルコール飲料; 清酒; 農産物・果実; ビール,酵母・微生物; アルコール飲料; 清酒,"酵母・微生物=>酵母, 細胞, 菌株; アルコール飲料=>アルコール; 清酒=>清酒",成分分析・物性評価; 品質評価・官能評価; 醸造工程・製造技術; 微生物・遺伝子関連,成分分析・物性評価; 品質評価・官能評価; 醸造工程・製造技術,"成分分析・物性評価=>酸度, HPLC, 測定; 品質評価・官能評価=>香気, 香気成分; 醸造工程・製造技術=>醸造"
1011,日本醸造協会誌/88巻/8号/88_573.pdf,1993,88,8,573,573,鑑評会雑感,小玉 順一郎,88_573.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_573/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_573/_pdf/-char/ja,,,鑑評会; 吟醸酒; 技術; ブランドイメージ; 審査法; 個性; 杜氏; 蔵元; 日本酒造組合中央会; 東北支部,鑑評会; 審査; 個性; 減点法; 主催者; nan; 加点法; 審査員; 資質; 評価; 問題; 公的; 多様; 日本酒; 巻頭随想鑑評会雑感小玉順一郎日本酒造組合中央会副会長; 日本酒造組合中央会東北支部; 小玉醸造株式会社社長蔵元; 杜氏他関係者; 東北支部長; 審査会毎,是非継続; 精魂使; 濱田氏; ボキャブラリー; 審査方針; 現実; ホメ; 回開; 審査法; 収斂; 品評会用; 多勢; 不信; 流通関係者; ブランドイメージ; 方々; 意気込; 数量化; 事実; 表現,,清酒; ワイン,清酒; ワイン,清酒=>日本酒; ワイン=>ワイン,品質評価・官能評価,品質評価・官能評価,品質評価・官能評価=>評価
1012,日本醸造協会誌/88巻/8号/88_574.pdf,1993,88,8,574,581,ビール大麦の品種改良とビール醸造,小若 雅弘,88_574.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_574/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_574/_pdf/-char/ja,,,ビール; 大麦; 細胞壁; β-グルカン; 酵素; 麦汁; 炉過性; タンパク質; 育種; リポキシゲナーゼ,ビール; 大麦; グルカン; 麦芽; umph; 二条; ages; mal; グルカナーゼ; 育成; Tri; 大麦育種; 育種; Harri; Ant; エンドー; 農業特性; 収量; 交雑; プロアントシアニジンフリー,高分子; exi; Barl; エキス; ngt; カナダ; リポキシゲナーゼフリー; プロアントシアニジン; 大麦中; グルカンソルビラーゼ; トン; タンパク; Gal; ドイツ; 麦汁; イギリス; 1993; 生産量; 酵素力; オーストラリア,,ビール; アミノ酸・タンパク質; 農産物・果実; 酵母・微生物,ビール; アミノ酸・タンパク質; 農産物・果実,"ビール=>ビール, 麦芽, ホップ; アミノ酸・タンパク質=>酵素活性, リパーゼ, 酵素; 農産物・果実=>大豆, 小麦",成分分析・物性評価; 品質評価・官能評価; 応用利用・食品開発; 醸造工程・製造技術; 歴史・文化・経済; 微生物・遺伝子関連; 保存・安定性; 統計解析・モデル化; 環境・サステナビリティ,成分分析・物性評価; 品質評価・官能評価; 応用利用・食品開発,"成分分析・物性評価=>溶解度, 粘度, 色度; 品質評価・官能評価=>品質, 評価; 応用利用・食品開発=>開発, 利用"
1013,日本醸造協会誌/88巻/8号/88_582.pdf,1993,88,8,582,587,香りと記憶との馨しい関係,谷田 正弘,88_582.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_582/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_582/_pdf/-char/ja,,,香り; 記憶; 再生; 再認; 体験; 匂い; 視覚刺激; 刷り込み; 体臭; 遺伝子,記憶; 体臭; 想起; 再認; 呈示; 母親; マッチ; イメージ; 場合; 視覚刺激; 母川; マドレーヌ; 映像; パッド; 再生; レモン; 感覚; ENGEN; 注意水準; 中性的,プルースト; 動物; 記憶力; 生活; 刺激; 手掛; Journal; 被験者; スライド; 嗅覚; 物質; 子供; 体験; 生理学; 回日本心理学会大会; SHEPARD; Memory; パッチュリー; オットセイ; 谷田正弘,,農産物・果実,農産物・果実,農産物・果実=>レモン,応用利用・食品開発; 歴史・文化・経済; 保存・安定性; 微生物・遺伝子関連,応用利用・食品開発; 歴史・文化・経済; 保存・安定性,"応用利用・食品開発=>食品, 利用; 歴史・文化・経済=>歴史; 保存・安定性=>腐敗"
1014,日本醸造協会誌/88巻/8号/88_588.pdf,1993,88,8,588,593,酵母の染色体工学,大嶋 泰治,88_588.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_588/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_588/_pdf/-char/ja,,,染色体; 遺伝子; 組換え; DNA; 酵母; ベクター; 挿入; 欠失; 逆位; 人工染色体,組換; プラスミド; DNA; 染色体; セントロメア; pSR1; 挿入; 部位; 部位特異的組換; YAC; ベクター; 特異的組換; OSHIMA; 断片; 遺伝子; テロメア; 遺伝子座; 欠失; 逆向; 相互組換,染色体工学; 結合; 番染色体; 導入; 位置; 酵母染色体; 外来; 非相同染色体間; 細胞; 操作可能; 人工染色体; 逆位; 方法; 染色体上; 右腕; mDNA; 生物種; ARAKI; 操作; 反復配列,,酵母・微生物; アミノ酸・タンパク質,酵母・微生物; アミノ酸・タンパク質,"酵母・微生物=>細胞, 酵母; アミノ酸・タンパク質=>酵素",微生物・遺伝子関連; 応用利用・食品開発; 保存・安定性; 統計解析・モデル化,微生物・遺伝子関連; 応用利用・食品開発; 保存・安定性,"微生物・遺伝子関連=>プラスミド, DNA, 遺伝子; 応用利用・食品開発=>応用, 利用, 開発; 保存・安定性=>安定性"
1015,日本醸造協会誌/88巻/8号/88_594.pdf,1993,88,8,594,598,PCRによる火落菌検出,中川 朋子,88_594.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_594/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_594/_pdf/-char/ja,,,火落菌; PCR法; 検出; 培養; 感度; プライマー; DNA; 電気泳動; 生酒; 死菌,PCR; レーン; DNA; 死菌; 火落菌; サイクル; 増幅; casei; mer; 検出; 個相当; サンプル; LAC-; ymerase; フィルター; 鋳型; 生菌; LAU-; 火落菌検査; 増幅産物,培養法; ウラシル; Taq; mMTri; ステップ; プライマー; primersPrimer; mMdNTPmi; SUPREC-; mMMgCl; mMKC1; Rpri; anneal; pHY; スペーサー; gel; pH8; 感度; 判定; 塩基配列,,酵母・微生物; 清酒; アルコール飲料; アミノ酸・タンパク質,酵母・微生物; 清酒; アルコール飲料,"酵母・微生物=>乳酸菌, bacillus, 菌株; 清酒=>清酒; アルコール飲料=>アルコール",微生物・遺伝子関連; 応用利用・食品開発; 保存・安定性; 醸造工程・製造技術,微生物・遺伝子関連; 応用利用・食品開発; 保存・安定性,"微生物・遺伝子関連=>PCR, DNA, ゲノム; 応用利用・食品開発=>利用, 応用, 開発; 保存・安定性=>保存"
1016,日本醸造協会誌/88巻/8号/88_599.pdf,1993,88,8,599,604,日本における蜜淋製造技術の改良と南蛮酒,山下 勝,88_599.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_599/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_599/_pdf/-char/ja,,,みりん; 南蛮酒; 焼酎; 中国; 琉球; 製法; 甘味; 伝来; 系譜; 練酒,南蛮酒; 琉球; 練酒; 伝来; 蜜淋; 仕込当初; 焼酎; 蜜酒; 製法; 製造技術; 江戸時代; 日本; 三種糟等; 名称; 糯米; 中国; 醴酒; 封紅酒等; 腐敗; 改良,山下勝; 著者; 発生; 再発酵; 練貫酒; 推論; 南蛮; 万金産業袋; 系譜; 歴史; 技法; 製品; 発酵途中; 存在; 川上; 系譜総括図; 碧山日録; 三愛記; 総括図; 俳諧師,,焼酎; アルコール飲料,焼酎; アルコール飲料,"焼酎=>焼酎, 泡盛; アルコール飲料=>アルコール",保存・安定性; 醸造工程・製造技術; 歴史・文化・経済; 品質評価・官能評価; 応用利用・食品開発,保存・安定性; 醸造工程・製造技術; 歴史・文化・経済,"保存・安定性=>腐敗, 保存; 醸造工程・製造技術=>発酵, 製造, 工程; 歴史・文化・経済=>歴史"
1017,日本醸造協会誌/88巻/8号/88_605.pdf,1993,88,8,605,612,味噌製造とエクストルーダー,大澤 好明,88_605.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_605/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/8/88_8_605/_pdf/-char/ja,,,エクストルーダー; 食品加工; 味噌; 原料処理; 加熱殺菌; 醸造; 澱粉; タンパク質; 酵素; 応用,エクストルーダー; 軸型; 処理; スクリュー; バレル; 膨化率; 味噌; 膨化; チョッパー; ハイコージ; 米粉; 大豆; 加水; トリプシンインヒビター; NSI; 硬度; 高温処理; 低下; 殺菌; 失活,加熱処理; 試醸; クーリングダイ; 蛋白分解率; 陰性; 利用; 混合; ホスファターゼ; 加熱; 原料; 一夜浸漬; 粘性; 製品; ザラツキ; 混練; 各操作; cm2; 原料水分; 着色; 構造,,味噌; 農産物・果実; 発酵乳・乳製品; アミノ酸・タンパク質; アルコール飲料; ビール; 醤油; 清酒; 副産物・バイオマス; 焼酎; 酵母・微生物,味噌; 農産物・果実; 発酵乳・乳製品,"味噌=>味噌, 麦味噌, 米味噌; 農産物・果実=>大豆, 小麦, 米麹; 発酵乳・乳製品=>バター, チーズ",応用利用・食品開発; 醸造工程・製造技術; 品質評価・官能評価; 保存・安定性; 歴史・文化・経済; 成分分析・物性評価; 環境・サステナビリティ,応用利用・食品開発; 醸造工程・製造技術; 品質評価・官能評価,"応用利用・食品開発=>利用, 開発, 応用; 醸造工程・製造技術=>製造, 工程, 醸造; 品質評価・官能評価=>品質, 旨味, テクスチャー"
